Date,Open,High,Low,Close,Adj Close,Volume
7/19/2022,16.48600006,17.11000061,16.17200089,16.99200058,16.94495201,702366000
7/20/2022,16.9470005,17.93300056,16.8010006,17.80699921,17.75770187,760538000
7/21/2022,17.88500023,18.1439991,17.54500008,18.04999924,18.0000267,557049000
7/22/2022,17.89299965,17.96699905,17.13699913,17.31900024,17.27104759,536671000
7/25/2022,17.0189991,17.12400055,16.64900017,17.02400017,16.97686768,480748000
7/26/2022,16.88899994,16.91900063,16.47800064,16.53300095,16.48722839,397865000
7/27/2022,17.03199959,17.93600082,16.91300011,17.79000092,17.74074554,569776000
7/28/2022,17.97500038,18.13999939,17.44000053,17.98399925,17.93420982,474646000
7/29/2022,17.81299973,18.24399948,17.69199944,18.16300011,18.11271667,435460000
8/1/2022,18.18199921,18.84600067,17.98999977,18.44099998,18.38994408,476469000
8/2/2022,18.12199974,18.93799973,18.09199905,18.52599907,18.47471237,489527000
8/3/2022,18.18400002,18.96800041,18.13699913,18.89299965,18.84069252,418146000
8/4/2022,18.84900093,19.27400017,18.76000023,19.21500015,19.16180229,409652000
8/5/2022,18.80999947,19.22900009,18.66600037,18.98900032,18.93642616,386068000
8/8/2022,17.50200081,18.23900032,17.24200058,17.79299927,17.74373627,981859000
8/9/2022,17.25200081,17.4470005,16.72400093,17.08600044,17.03869438,668263000
8/10/2022,17.69799995,18.11800003,17.31699944,18.09700012,18.04689789,597422000
8/11/2022,18.13100052,18.70700073,17.87599945,17.94199944,17.89232635,509327000
8/12/2022,18.15999985,18.71800041,17.95299911,18.70899963,18.65719604,478094000
8/15/2022,18.70100021,19.16399956,18.61300087,19.03199959,18.97930908,457666000
8/16/2022,18.92000008,19.1420002,18.50099945,18.87899971,18.82673073,451240000
8/17/2022,18.52300072,18.68799973,18.14500046,18.33499908,18.284235,446799000
8/18/2022,18.3010006,18.86499977,18.18300056,18.77300072,18.72103119,415447000
8/19/2022,18.40600014,18.52000046,17.77000046,17.84900093,17.79958344,441588000
8/22/2022,17.48999977,17.55800056,16.9659996,17.0340004,16.98683929,409593000
8/23/2022,16.98900032,17.46500015,16.96999931,17.18099976,17.1334343,369986000
8/24/2022,17.01199913,17.40600014,16.89500046,17.22200012,17.17432213,522661000
8/25/2022,16.84399986,17.9470005,16.83300018,17.91300011,17.86340904,770691000
8/26/2022,17.85700035,17.92399979,16.23699951,16.26000023,16.21498299,769127000
8/29/2022,16.02000046,16.33799934,15.7670002,15.80099964,15.75725365,496132000
8/30/2022,15.96000004,16.03899956,15.18200016,15.46800041,15.42517662,530181000
8/31/2022,15.38399982,15.53999996,14.95899963,15.09399986,15.05221272,573710000
9/1/2022,14.20899963,14.38000011,13.27000046,13.93700027,13.89841461,1178865000
9/2/2022,14.10000038,14.17099953,13.5909996,13.64700031,13.60921669,743157000
9/6/2022,13.73099995,13.77900028,13.35099983,13.46500015,13.42772102,535751000
9/7/2022,13.56299973,13.8380003,13.34599972,13.71399975,13.68009472,512657000
9/8/2022,13.45899963,14.00800037,13.36900043,13.98999977,13.95541191,624873000
9/9/2022,14.15699959,14.47399998,14.1260004,14.38700008,14.35143185,486612000
9/12/2022,14.36900043,14.54699993,14.19799995,14.50500011,14.46914005,484159000
9/13/2022,13.80200005,13.92199993,13.09899998,13.13099957,13.09853554,714956000
9/14/2022,13.25399971,13.28999996,12.91300011,13.12800026,13.09554386,588507000
9/15/2022,13.01500034,13.2329998,12.78999996,12.9289999,12.89703751,523625000
9/16/2022,12.74199963,13.21199989,12.61699963,13.19799995,13.16537094,670751000
9/19/2022,13.01200008,13.4630003,13.01000023,13.38199997,13.34891605,569685000
9/20/2022,13.21500015,13.4829998,13.05700016,13.17599964,13.14342403,524818000
9/21/2022,13.2130003,14.03100014,13.10999966,13.26099968,13.22821426,807679000
9/22/2022,13.06999969,13.14900017,12.42800045,12.56099987,12.52994537,759162000
9/23/2022,12.42000008,12.61100006,12.25699997,12.51599979,12.48505783,663309000
9/26/2022,12.49100018,12.6590004,12.21399975,12.22799969,12.19776821,547343000
9/27/2022,12.50699997,12.73600006,12.25800037,12.41300011,12.38231182,553854000
9/28/2022,12.40999985,12.82299995,12.35400009,12.73600006,12.70451355,542414000
9/29/2022,12.44799995,12.5,11.9460001,12.22000027,12.18978882,532763000
9/30/2022,12.08699989,12.63300037,12.07499981,12.13899994,12.10899067,565638000
